payee,mn_count,power
3USbiDXPebfGsczgJARBrrH6mVfskyErAA,1,0.036670334
3VGZG6zqknhUNHVRuTs18hqRatc8oDvtbu,1,0.036670334
3TcWuSVUkBuDHuduaXwt3wtKjKin3qCZey,1,0.036670334
3ivaZ5GVKEsrgyz5NdGp2YmGu3Q4HfHbxv,1,0.036670334
3dwcb7UAY14DfyZuktFM39XwCGiqr2yi1N,1,0.036670334
3a5peZJm22eNAk7tSTtMAqKQVgC5dHZHNV,1,0.036670334
3TU4aPyCqDVE3kV4BegtTcEoEykaoKqtM5,1,0.036670334
3Snz7zqqYcaWX5goc1qbWgE3GvuoDb9tsn,1,0.036670334
3nPhZJuzwrMSqXd34LThP6CYu8uCQvViGr,1,0.036670334
3eHg15jubRySyZXfpARAM9vi6EhaovuUDC,1,0.036670334
3fca383m4895g5p8AnCpRh7V7hah4ZRXC6,1,0.036670334
3atZYhgqXJbPGU5qpergKm8aBAVjYiNJmu,1,0.036670334
3nasA67w1V3mydC5XjGXHZyEG6yxqbW1VR,1,0.036670334
3a3psz3QNYubUUP7vvzFTKKfQ4vHia7SMG,1,0.036670334
3S6uGvohYviEiyyvJoxqhPvvRESUfgw4BA,1,0.036670334
3SfuAjXhQhpg2Gs8bAxzFb2YKVg573vdZ5,1,0.036670334
3ejZu6HniyCTCPzyWwQiiPLNgoaSNCy8TH,1,0.036670334
3YuF7A4sHBtsJAqFz3oedtDtzYxLpExX3q,1,0.036670334
3ns9PbUrkrm76uemcDSCoy6LTqjdSsGJuA,1,0.036670334
3W5z6YX7ApF8XAUcJ8SGbQrdXjJfZm6DUw,1,0.036670334
3RxdR3AZFtHDPC5mJn7HVo8FwckWFwryXA,1,0.036670334
3fJ6PnKxKQt4SRPZux12Posxt6m7zGvw3L,1,0.036670334
3okzkN1ViEJuQjrrocdoVY9mbz2WAiG7GZ,1,0.036670334
3eTC2c52BTWMFgFxCNGpr4KKrtYiTaYvND,1,0.036670334
3jQZWTseSDpXBRZc7EPxNyJ3ANn6APM1Az,1,0.036670334
3YqPfqgvfTY8fAziUZzWLQ33yjdmU5qCbq,1,0.036670334
3oXpDUWQtxMFHjkJWwwThyodQHaNACSQdu,1,0.036670334
3bfGuvGc2VPwS2kawc9ryM8FhEZdLKkpRf,1,0.036670334
3aTEkMtNX5wa37heScpZgKRhVoBztxPKzY,1,0.036670334
3h8pdB5fzmDip2KVeU5fLxuAXLxv1b4fPo,1,0.036670334
3db5gKAsQUw3kHK96EjGyLCH7taJSBLmzi,1,0.036670334
3WXXcxmdK2XbgV1s3xWv92ioJmB43zB8gW,1,0.036670334
3miJ2yf1RpnHbJr8qrLALTHGEtY6QKLzrJ,1,0.036670334
3gvp5QHwKJ5usmiCuiJbyBLbdQ4ZvP9FaJ,1,0.036670334
3brhr6YAYyFrGobWqTH1MFWGDYxbnWWXiT,1,0.036670334
3eajVNmtxDfp5t1wriGk4p1SkhP4dVWyhz,1,0.036670334
3nACVhuUuEjKbA4BUB2CXUe84YBQmTeNQU,1,0.036670334
3W5VGz37sUDjQtXSwkFVznQestCtjS6Bg6,1,0.036670334
3f4y9VJSJVEMxaqQymR3raA4PKoSgk6Hzb,1,0.036670334
3cJQD2HTqzdKpbxvCQxFATTWgYq8okK3uj,1,0.036670334
3Vg7nqCnBvQd8Ev4KYmsduMfJZFHmZ2KGP,1,0.036670334
3hyT8bfZ9H2TkJijZDtTqtq7etZpyBmA8z,1,0.036670334
3ZRow3WN7V2jXfrC1H1bUXvacNv7RLhMyu,1,0.036670334
3oMTwoNBQXyXvqbVL8LS4G13LNSMj6dfL1,1,0.036670334
3msQGMQiYeMLWbEvGC77NbicKKfoSUP8Vf,1,0.036670334
3mqxvVfZdYLz6mmvwop3Qn1trbYosKLjCd,1,0.036670334
3opatPeNRGTMj3yMcWBpttZMuF3eaWtsUW,1,0.036670334
3UJBPMyPfW8ucxmpDb7zUpn4Tg11GqHDaf,1,0.036670334
3oPqSa21vos1xh7wDuwUw4A4dFDTejo9dJ,1,0.036670334
3oAhH4H3EFxg311o86ZNafXQLV4KTnfkn5,1,0.036670334
3TcGN31XnYnxvA38L8etdTTtnFrFrDEGQo,1,0.036670334
3mo84CgcyaGn1g1XVMBxux3MrudCpX8TPW,1,0.036670334
3YiKCoGyMcbaz9xZhZCsUJDJRhc8afaT3M,1,0.036670334
3mrqLFmPVpKamcETLxFyfjm9DmtvuenSnF,1,0.036670334
3eqBiFtxAEjZS117rixrt7DR8Z1JrQLX43,1,0.036670334
3Sh1zM1apRvUarD1cWVfJsDrM1xNEYfkqJ,1,0.036670334
3TXnUV1cecN2XM3tk94LZ9MLstXvpY1dkY,1,0.036670334
3jd3y8feJWqhngkum6EqVRvvxsEWKVLVwW,1,0.036670334
3SsbrS8qYPegbRsrRx8k6ucxcGtbzqi1AB,1,0.036670334
3cVuLnSvbigxBSxNofGfKuK15bnbYZNEQc,1,0.036670334
3jFnVMTfvS7Ltn1Gsj8EGu5Svg5qY8iATs,1,0.036670334
3nt9LEuXYk7z8HXyxpVLPAnDSiX7aari64,1,0.036670334
3XtPFaULPt9TePcTuAS4SUZDrKeybJR3pF,1,0.036670334
3Svb5KvYh6cDYQ9caYfGwMrEJKpZUk8Ao3,1,0.036670334
3aWMp9KvV71Yz6fVPMMk6g7HAKnbna7KYM,1,0.036670334
3T9TVvuv2NGhPveaVfAaRAzoCykYoryZnE,1,0.036670334
3aP1zN2nkEn21kvoAcYCPhsGEG9jCnUVra,1,0.036670334
3apnTzoNqZPzTwaFWWzVogeEHXNxSAvvHq,1,0.036670334
3iAg3nhUPpnEppmdoWAczxaievP6Uf7wbh,1,0.036670334
3SX3ZcFqAdvGykx94ocRjdJtkcCtzBEYHa,1,0.036670334
3VtMpZJ1N8rmpKTVfCvdQGtwVnKhYQUUHc,1,0.036670334
3jGSoSETGjLpxj6HVPq4YEAA4KphFGtGuH,1,0.036670334
3czv95SgRG1QCNeXGFZjrUnJghCtrYingW,1,0.036670334
3nJsjcwGw7GKdquNarejrxnCvPswwtPCty,1,0.036670334
3Z2Zv8A3NXhpnN3TdqJzuFUKAKSARScn5s,1,0.036670334
3Ry5PaqLiFUuRRRYsPnBkZMbiQNnCLfTub,1,0.036670334
3hiiMCtuKVeWEcNXuRHxe4SwfCuQaFzdG8,1,0.036670334
3cZDhfM3BpNrKRMAVY2kKXBC5tKupAaMRd,1,0.036670334
3ieLujR8TWBQRWhguWcfcBhbZKX7hSosqh,1,0.036670334
3mvk6kRBsMy8qk88byRC9g8TKqox1aU1Q7,1,0.036670334
3YHx9Xk2vjRXDJH928g2H9hahJJGa5Fhv3,1,0.036670334
3djCKVvokFdqi37NL5BsMPYXbXWkvtrpQE,1,0.036670334
3o6wDd1hjxwv5xw575La1XGXvPTHFuD9NK,1,0.036670334
3cNs1Wewp3fJN6Xt5TwTrjS8P7RUswze5E,1,0.036670334
3eRPZ7A4uvGHYx5ZN5Y6QDCTgQhRqqtTrJ,1,0.036670334
3gg14hcCCeUhtcHHyGWYwnPZHh6jLX4NXQ,1,0.036670334
3XVxBHhTHpvraoEJMEA7iQXNf7Yyg683ao,1,0.036670334
3pHwymzH9mbEbVY1fg2j76juW3zNVCHhNC,1,0.036670334
3bcLJ26hUtEm1w8VPQRCv1peaqjKii2enB,1,0.036670334
3Xdsb7RoRU5LDvf2rpWSfErXe6f9wrdhsR,1,0.036670334
3c2mt6rfDPtCJYzrUzi6YJtkmXahSShV3s,1,0.036670334
3XK2uVPchFfzEFaxx8NbFr8f3jsXd1FuRq,1,0.036670334
3WWUxKtnzEp6GD4A78zMoYrieyD4TBdDLV,1,0.036670334
3fk1c3Ri9x7tyEaAqXV4ivfoWhcJhKWmBD,1,0.036670334
3RXde3ngQwVMfPXUscgFTpTzXXd1nZs4aJ,1,0.036670334
3dTTsazj5aMv4Q2QfK7CP4zrNWjT8Q3GZN,1,0.036670334
3gw29ADwm1VEJnXpKJa4xabHH1x119cnkZ,1,0.036670334
3ft5ap9TkqqpYeHj7dCmFJkkeozLaxpRzh,1,0.036670334
3fNLZpg5QDDjhAhTKbrgtTLTVeyWSAodxm,1,0.036670334
3WAdLhKp3q8Xrpr5ebpc9QrUSABvWXxEzS,1,0.036670334
3cPJ4VM9miFtsbzfisQTSV3j7xXYqiiDqm,1,0.036670334
3XuRUzZowqXKAfvsbE4muSJGpXhNpu5Y8p,1,0.036670334
3YjHYvakjxzV6paZvRHgPXoX9fFjdnrWmW,1,0.036670334
3fe3SDEXCT79K482rzNrMqU22uud6KSBa7,1,0.036670334
3aRWUvQDehWDQvnDkFAPDPt3f2ga5uKcVT,1,0.036670334
3X3rY7Bnnq2cuMYZfaT5A5R8PnxRc3wKsg,1,0.036670334
3f3QfrqVwZPBM8U88Ph9ZLRBc7c73wpW57,1,0.036670334
3mkQnYrqgmQN8hw1ctPCGx7NzwXpzEehEa,1,0.036670334
3TbnDeVGK5FvVLyb4kMoyGxL2AywHgNCYd,1,0.036670334
3Wxb5LqCPecViBjb11WJ9tTh9d268AQEVm,1,0.036670334
3izQqRJTCiKXVJyt5Sm8nhiGvVg8yZUmfC,1,0.036670334
3pHfgfdz8KEDt1Z79DJrc3J21ek8G1atWv,1,0.036670334
3TBg9iWJe1xS8ewbvXwdP6F5niRZtUtcg2,1,0.036670334
3hNuVW5T5z66AkYkcDbNrEWkgwFhc5wDqs,1,0.036670334
3a5oPsYEsgCNUmdAnmxxEQtcDLXaZ3m7We,1,0.036670334
3UfDyUt7xSkdCxXGxWwfjRPYrswfAUByxM,1,0.036670334
3Wfo7At8pdkYJwvKDFxJf6DmRELvvKBp1b,1,0.036670334
3Z96JFHGMJnb7wpN7LmKiKrPEwkD9N7eCb,1,0.036670334
3oopgqrfXLUKV7Kj78cFiLahXkkfRdNpPf,1,0.036670334
3nKU6SMJcbeS8XmooCZFtoLMnmFgKsSFHi,1,0.036670334
3oBHfTWBiAXLH9akYKbD1CHw4bdpukoH4h,1,0.036670334
3dAbDJg8CR8NC1P4snyMdpXio26AGpch42,1,0.036670334
3TsEJDAjmLwjGSu91xQpuDK3BDh2d6QED2,1,0.036670334
3UYheJHkfVvAAfqyKswWJnfKSpL5TT4jHv,1,0.036670334
3adffiuGj5QN7HxoeK1kGxFdZfXUK6qYXX,1,0.036670334
3fU15yj4bgsi3cAAxbfhz9kKDPuQrdnTWx,1,0.036670334
3haohGVbxxr4g3FzhvuwXcEZY9ymZoJ1v9,1,0.036670334
3jba7SmqcoqtHuDip4gJ8XuqgwMgPxGu8z,1,0.036670334
3Z7AB51GCJgSDQSpoe5PphFtZtRMraDgzp,1,0.036670334
3k7yk8q7Fipx8dnZN7bSCU9NZYYHQtRtQS,1,0.036670334
3YUdALC5fJhu1UfKw6w7k4yfx8sZQi5bt3,1,0.036670334
3TuCe1gvygKTaGQy2FcTn6CAVBfVUux5wS,1,0.036670334
3nX8jQxTm1mhYB2ZRN3DAaMKVNuAP1Cfo5,1,0.036670334
3gEJKNc39BJJqB1vdMBmp8rHScHpMJR1SZ,1,0.036670334
3ha9CTb5xoc9bALxh6Tm8ZKqtCgBDEnfAp,1,0.036670334
3kjYemx8GDtVvToNzAH8vDNYZ6fTo16gzF,1,0.036670334
3c3UuQtmsibQQxUtF7wMhKYLzLewQynSwk,1,0.036670334
3fw33RJ3omSperijP31UtCC6RMCXtwptPs,1,0.036670334
3S2cNXr5TX9vqBzyTbo4jdDJQRXLmWZCvh,1,0.036670334
3arpbqTNLeET31inyjUJ2go7SvHtVbFGja,1,0.036670334
3hf4isjq6RMVuVTAa68bQt4bn4hRAw3hod,1,0.036670334
3Vq9Mt6KoLTkG9rQ3rWvVRYEPpPPrC17Ge,1,0.036670334
3fEKgg4aZzH9wAw7NWm5CFegwr2TjWbYaP,1,0.036670334
3RfPuUe5jrjGrcJudwtsoy1Kjo3Pfvnb24,1,0.036670334
3drWNPuWc8GpsnhfMbqLp24A7NZwPJVJrw,1,0.036670334
3RMBXnrDaWASVMhWeZCsCBfj8zsFKWiB23,1,0.036670334
3cuYZtbskLd8hebwnNvMRZGSJ5Yt8CmVgw,1,0.036670334
3cNK2Sroft6FRRG9wTZtabwDekALBeFLUu,1,0.036670334
3iarntVoM3WTTKiiKhYYCMkDr15bPxqVsL,1,0.036670334
3fqLeM4KUrcRwQAxq4BjevPGqq1F38iBjy,1,0.036670334
3RqCJU5ZoPaaJn6cFGCeJCkRJQiUu6Me69,1,0.036670334
3dcrMnbQvTEmqbNmEhPsMz3cEfaTVomWPC,1,0.036670334
3VKkAQVLHZZijS5Nh75KWkUDYykWmg2q7t,1,0.036670334
3gmm2ur1BTVNfaRMvzUAtfsPYTUAfzch5L,1,0.036670334
3mRiMZQAaHaaDYo7cTZpPqbk6djRvSSMMV,1,0.036670334
3mGacNh3ZQNnnqvmXv7Ew48Bzg8w2pvGf6,1,0.036670334
3jxx3LNK72PRvzwrBCKAizKkzmnb1afEbs,1,0.036670334
3XDhpYNxWqJt6gdvE547dqxAULYCw19AAc,1,0.036670334
3bJjywS9PVHZsvfDDaxcth37gRbAW8wZf2,1,0.036670334
3egTDXMmSZsUga72txBbYiNn58K8RbJCAS,1,0.036670334
3Y2SUb8Sc97Lh2wXVbPTXm5VHKbf1hpm5S,1,0.036670334
3RQCnLLNyWer45fiZ69rF11HFRPdWQHBNJ,1,0.036670334
3VhFnTHjgMNyjC8x8VHopw92ns5bJNQv8z,1,0.036670334
3bJapbunTG8kYsXTRdbf7o7D6etCAJEtAW,1,0.036670334
3WKLQTdjBHTqGyZrdNiezuGMRAtSTN82JF,1,0.036670334
3kxec3RnQTvNLymgsYvztxTZUNDpVjmJUJ,1,0.036670334
3mhCEevsE5UD1E6p6K8AXa1wy6GTvM7jsd,1,0.036670334
3V9nxgLwkuGEjzm2sfF29mjhnRg3TBsMWZ,1,0.036670334
3iwhhHu4R1BAXWgGQ4Qbn1hiJfvys6FW8k,1,0.036670334
3iE6DWwbv8HD1TTeqryZwgCZ6h5Keu8VnE,1,0.036670334
3RuJvVjswEmdPLVFsc4iDiFi5nAR6Tre23,1,0.036670334
3ZUN9zQhwAWSzEZbRya1qb1AD4jSbsdr9g,1,0.036670334
3bUvxPDP2Jaw6ZwT4SWYeL4mL3eRmio8HU,1,0.036670334
3mnvjejW33HCXXLSQWUhkWutZjQgem7Dj3,1,0.036670334
3meZk1STtYrTMgY1UcD7oTX97XZerZiDch,1,0.036670334
3cB3KoFWQSPBvM14MsE2Qokno85BkVichE,1,0.036670334
3Y4NdbfZXFeXXFZ7tdjgoyCNpCV4eidHXY,1,0.036670334
3XNhUjx2J4YNcfLftCQkbJcw1fswbAKrT5,1,0.036670334
3UsDZdAThxxubiKnJArg2o8uidnYGwx1Qu,1,0.036670334
3TNtqoJJH4cyXUgoCTua9HETBoTtiDPvSn,1,0.036670334
3dca7VzBVkEv1ZWPwoEgDJihuQXSdwB3fs,1,0.036670334
3V1tSE8Baqm45JBApMK4ckVThtjF4YkXhB,1,0.036670334
3SYf4ip7j1pMdfQ3BokQ5qmFJUF8uzaNxr,1,0.036670334
3gPfJqk9juvTpi6LNbPqjzfYHFAN5CFX5S,1,0.036670334
3WNP7oFtUthZDfynDSRrvUEiHPqWq8n4CA,1,0.036670334
3ZydkDWxYG8aCarkxB9V5fxmcE1dGCdq7o,1,0.036670334
3gT5TwJQ9QEEj6Kb37vsXCZjSa56jzCKi6,1,0.036670334
3WDMF6v9TXYqyQsWL2okTNwX4k6ZRUZdUa,1,0.036670334
3ZwDgjGwp7DcFQrg27Pf67qxVKuNeiR7mQ,1,0.036670334
3cNGGfzv7ynW65V8TYc9esU5wQdwFKdQz4,1,0.036670334
3eqGJvTiLFcQ2U7VkV5QRYkcqaLwuCc2bQ,1,0.036670334
3dWC1nTLPCwnY11swxY4GhZy4Z9R3MKaqT,1,0.036670334
3UTr1DypN3hZu7u5FrCAtGqBEaxit1kPYX,1,0.036670334
3R7caHNhysBiTh2pxLcZdqAAZ7edZvjNkR,1,0.036670334
3oWszrqekmGCRdQsUu4Hur8sPyGji852W5,1,0.036670334
3TXZbLdoBwivUvaGsYXzaaxBjx54Lbck1i,1,0.036670334
3mHBjeLY5AAcL1U4M3S3nynfAURptty7B1,1,0.036670334
3WeyMsv7buR3UmhdhbQFVFxon2bJQXT6Wu,1,0.036670334
3WMBqtLyZdJATL8LdCHnUtVSXUeAjrdD2Y,1,0.036670334
3acj2a6ShLwMuJT15zw8zQoBSLStuhxnXF,1,0.036670334
3UkmuYGVDAk8RGxuSJxbkAW1rBZ4bCYyab,1,0.036670334
3kCkSEGMNwrVfTesecASY5v6cUyaxMbvZF,1,0.036670334
3hEa7ncT9nH7Q9HPtsZKsrku2n1dcjUC9z,1,0.036670334
3nJHx1tKRybU6Z8vqKsEqZwiy7wfAnSqvW,1,0.036670334
3kd1ubwgehmNi2GNHWDZ8oWqwAuNxGX7mx,1,0.036670334
3gv3N6si7x2gK813tBNrnzcBov3vrgcTzN,1,0.036670334
3aPywhYSWZKkwuh64tYJrdxyRz6pykakGK,1,0.036670334
3nxnMvSzpdHVt2df7dRFqmB9EX3R1BJN4z,1,0.036670334
3Y6BcP1AC4gRawjHZsgsdWJ7Yrg8ZnL2rt,1,0.036670334
3mJSZYaCRHtJUPY5EHmb2BZxbrSmk2poUh,1,0.036670334
3RNG3xwjTFpQJCeSUtxoGZqtoA9d17VmSf,1,0.036670334
3Vbx3zCCXuAj93KUKknQwjNdfTfT5sRCCG,1,0.036670334
3SRWgdKZcmxquipGdBJAwpzXMc9XkQFKRP,1,0.036670334
3jDLRgqVFrivtiZ6uTfBjUDcpJ2WgF7KqC,1,0.036670334
3dA3eekdUFu4fsugLqB5uGSJiiErBm76CC,1,0.036670334
3hF3SVzPcEmHnTgsmzQfBVua9ynoCk8ddy,1,0.036670334
3VUKvAuguqFUciTASZwt3hkMBCwsnAfF8e,1,0.036670334
3kuNAUxAVBL68Qi8AyA835YoHKqQyo6cTx,1,0.036670334
3dqnbXpiv6FoqHzrvDazLEfZG4h2ZXLUa8,1,0.036670334
3VbHyDdDqdaKbAyz2X2JkKhUb1aesusNBN,1,0.036670334
3exmKFuY6WdRKz4fvu9iexrj4vCS2SHD8K,1,0.036670334
3kA9Gsfj48EnCyaSy4AgqD2MzqpJdp6Vrr,1,0.036670334
3RL9tV4PkACjwSY6p14221dUJmew3UMwT4,1,0.036670334
3VQrgmXGHJhHSeTphyA8VY4X3mGn6n9RYA,1,0.036670334
3bV3WHM3TfqqxPzBfsP13n11JaTJHyXmxw,1,0.036670334
3SopuVb5m4qdkfpKgMBBjjuNAsnXyKGoc1,1,0.036670334
3iHa64XH5cE4wuA8Ag4MfZx9FEYCpNJ1cu,1,0.036670334
3d8Fbg3K1ZW8HKBBN11BYanDoT82dhBqKR,1,0.036670334
3V9EqJNrsoqe5zMCYH8vQGgcGGybEHNSSC,1,0.036670334
